Title,Description,Subject,Date,Collection,Institution,Thumbnail,Link
[Small tree with support stakes],,Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/960,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/960
"[Small, young tree]",,Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/961,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/961
[Well dressed man posing in logged over area],,Portraits - Male; Landscapes,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/962,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/962
[Hilltop building with structure on top of tall snag],,Buildings,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/963,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/963
[Car on wooden bridge over South Fork Trinity River],"Possibly in Trinity County, county line is the river.",Autos; Bridges; Rivers; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/964,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/964
[Three men on top of large log],,Portraits - Male; Lumbering,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/965,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/965
[Redway Community House/ss],,Autos; Houses; People; Redway,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/966,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/966
[Close up of small evergreen tree #1],,Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/967,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/967
[Curacao/unknown],,Ships; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/968,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/968
[Box of tulips in flower],,Flowers; Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/969,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/969
[2 men & peeled bark/ss],,Portraits - Male; Tan bark,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/970,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/970
[Nazareth Academy; three story school building],See Ward (F869 H8 W3) p. 94,Eureka; Schools,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/971,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/971
[Bridge over slow creek with boulders],,Bridges; Rivers,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/972,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/972
[Work crew using pully system on sandy beach; others watching],"Probably Humboldt Bay. Probably Humboldt Bay, supplemental information supplied by Ralph Shanks, 4/2002:''Breeches Buoy Drill'' US Life Saving Service, Lyle Gun used to shoot a line over the Wreck Pole. Cart in foreground is a ''beach cart'' for carrying the rescue equip.",People; Beaches,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/973,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/973
[Flower bulb presentation],"'Cottage Gardens Nurseries, Eureka, Calif'' on photograph.",Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/974,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/974
"[Corona, the ship]",,Humboldt Bay; Ships,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/975,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/975
[Large rowboat heading to open ocean],"Same image as one in article in Times Standard 7/30/2000 pA1 which identifies place as partially constructed south jetty.  Probably Humboldt Bay. supplemental information supplied by Ralph Shanks, 4/2002: US Life Saving Service (USLSS) capsize drill, using a dobbins lifeboat.",Seas; Humboldt Bay; Boats; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/976,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/976
[Farm house and barn beyond a large field],,Farms and farming; Houses; Landscapes,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/977,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/977
[loaded pack train/ss],,Tan bark; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/978,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/978
Deck of S.S. Corona Wrecked March 1st 1907; photo Nov 19th 1907,,Humboldt Bay; Shipwrecks; Piers & wharves; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/979,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/979
[Eel River about 1906 near Scotia],,Eel River; Forests and Forestry; Rivers,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/980,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/980
[Cemetary plot/unknown],,Cemeteries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/981,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/981
[School children of all ages in front of small schoolhouse],,Portraits - Children; Schools,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/982,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/982
"Cottage Gardens Nurseries, Eureka, Calif [3]",Bulbs lined up against a ruler to show size.,Eureka; Flowers; Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/983,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/983
[Flowering bush next to log],,Flowers,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/984,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/984
[Horses and loggers at work next to standing old growth trees],Glass plate is broken in corner.,Lumbering; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/985,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/985
[Deer Horns [4],,Wildlife,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/986,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/986
[Man looking at Azalias covering hillside],,People; Flowers,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/987,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/987
[Birdseye view of fields and greenhouses],One greenhouse is under construction.,Eureka; Greenhouses; Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/988,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/988
[horse with drawn buggy #28/ss],'28'' is the number on the small round sticker on the glassene envelope that was in envelope holding the negative. Other negative accompanying glassene envelopes & many of them have the same stickers with various numbers.,Carriages; Buildings; People; Animals,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/989,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/989
[Fernbridge train station and surrounding homes],,Landscapes; Fernbridge; Railroads; Buildings,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/990,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/990
[Yard with glider and corn in garden],,Landscapes,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/991,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/991
[Greenhouse showing watering system],Emulsion separating from glass.,Greenhouses; Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/992,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/992
"[Rohnerville fairgrounds; young man doing tricks on a bicycle, crowd watching - 1]",,Rohnerville; People; Transportation,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/993,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/993
[Large group walking through fields of small plants],,People; Nurseries,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/994,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/994
[Deer Horns 1 of 4/ss],Sign behind background drape: ''T.P.L.Co. Scotia [?] Bend{??]'',Wildlife,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/995,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/995
[Narrow dirt road through redwood forest],,Redwoods; Roads,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/996,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/996
[Eel river near Garberville[2]/ss],,Eel River; Forests and Forestry; Rivers,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/997,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/997
[Crew in U.S.L.S.S boat working to turn boat upright],"Same two boats as in 1999.01.0943, supplemental information supplied by Ralph Shanks, 4/2002: US Life Saving Service (USLSS) capsize drill, using a dobbins lifeboat.",Humboldt Bay; Boats; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/998,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/998
[The Yosemite on launch day],,Humboldt Bay; Shipbuilding; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/999,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/999
Wreck on Illionois Central. Tillatoba Mississippi. Oct 20th 1904,G.W. Miller was a Humboldt County Photographer,Railroads; Accidents; People,,swanlundbaker,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/swanlundbaker/id/1000,https://cdm16166.contentdm.oclc.org/digital/collection/swanlundbaker/id/1000
"Little River Redwood Co, Tracing of this Seak Otawa (?), June 1, 1911","Good ; b & w ; Saw Mill, Office & Store, Wok Ito (?), Machine Shop, Car Shop, Sorting Shed, Tank ; L-6, Sketch from Pacific, fire Fighting Wisher Co - Map 1911, Sketch from Pacific Fire Extinguisher Co. of Plant. Plans for Pipe Lines: Fire Protection",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/0,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/0
PLAN No. 1,Fair ; b & w ; Survey calculaher,,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/1,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/1
"Hammond California Redwood Co.[timbered and logged lands in the Orick vicinity in 1958, on Atlas of Humboldt Co. Cal., Sheet 10]","Good ; b & w ; updated in 1958, handwritten ownership notes and corrections, colored pencil marks around ownership blocks, property owners, elevation shown by hachures, creeks, roads, T12N R1E sec 33--36, T12N R2E sec 31--36, T11N R2E sec 1--36, T11N R1E sec 1--36, T10N R1E sec 1--5, T10N R2E sec 1--12, Orick, Redwood Creek, Klamath River, ; Orick tract - Geneva",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/2,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/2
"Exhibit A, Big Hill Salvage Sale #3 Logging Unit, Hoopa Valley Reservation","Good ; b & w ; sale areas, ridges, streams, roads, culverts, purposed bridges, T8N R4E sec 19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34, Tish Tang Creek, Capt. John Mtn, Hostler Ridge, ; Tish Tang #3",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/3,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/3
"Exhibit A, Pin Creek Salvage Sale No. 3 Logging Unit, Hoopa Valley Reservation","Poor ; b & w ; Hog Ranch Ridge, T9N R3E sec 13,14,23,24,25,26,35,36, T9N R4E sec 16,17,18,19,20,21,28,29,30,31,32, roads, streams, sale areas",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/4,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/4
Untitled,"Fair ; b & w ; topographic, T10N R1E, T9N R1E 5,6,7,8,9",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/5,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/5
Untitled,"Poor ; b & w ; topographic ''H-Line'', T8N R1W sec 7, 8, 17 and 18",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/6,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/6
Untitled,"Fair ; b & w ; Post-it Note 33, Many colors of pencil, black ink, pencil, very well used, shows the progression of logged areas by date, also tells areage in logged areas, landing by No and date, Timber line by date 1911-1929, Skidder Landings by No, Camps by No (20,22,32,35), Skidder No, Shine, ''C'' Location, Littler River, Littler River Spur, samp topography in areas around river, ''X'' and ''V'' Location, N+S Line, E+W plotting line ; #4 Map Tract No. 4",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/7,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/7
Elk River Logged Area of 1948,"Very Good ; b & w ; logged areas, standing timber, bucked areas, filing shack, ridges shown by hachures, spar trees, ldg's[landings], T4N R1E sec 33 ; Elk River Logged Area",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/8,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/8
"''Z''-Line, Present R.R. Crannell to Little River Juncht","Good ; b & w ; Railroad engineering, shows some contours",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/9,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/9
"Fire area showing fire killed standing fir. [Pitcher Creek area, east of Big Lagoon]","Poor ; b & w ; T9N R1E sec 22,23,25,26,27, Associated data sheet gives average acreage and volume of burned fir. Dated 1946. ; Fire area showing fire killed standing fir. T9N R1E",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/10,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/10
Sheet #19 Atlas of Humboldt Co. Cal.,"Good ; b & w ; T&R: 8N5E,8N4E,8N3E,7N3E,7N4E,7N5E, Trinity County Line, Trinity River, Hoopa Valley Indian Reservation, topography, Tish-Tang-a-tang Creek, Willow Creek, Redwood Creek, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/11,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/11
"K-1048 Sheet No. 3 (Index Map: Hammond Maps, and Tract Map Areas)","Good ; b & w ; 8N 1W, 8N 1E 8N 2E, 7N 1E, 7N 2E, Tact #0 0,1,2,3,4,5,6,7,8,10,11, property ownership: Hamilton Land Lbr. Co., Hammond Lumber Co., Northern Redwood Lbr Co., Dolbeer and Carson Lbr Co., M.A. Burns Mfg. Co., California Barrel Company, Don's Prarie, Some topography, Tip Top Ridge, rivers, roads, RR, camps, State highway, Hammond Lumber Co. boundries, personal properties: JamesBond, Emma Long, Landes ; Tract Index Map to Old Hammond Maps, Tract Index Map to Old Hammond Mastersheet Maps",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/12,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/12
Sheet #11 Atlas of Humboldt Co. Cal.,"Good ; b & w ; T&R: 5S1E,5S2E,5S3E,5S4E,5S5E,5S6E, Trinity County Line, Mendocino County Line, Eel River, property boundries, Shelter Cove, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/13,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/13
"Samoa West Yard Addition, Grid Stationing, 10.5 Acres","Good ; b & w ; pipeline, buildings; December 1961, Revised Feb 1962",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/14,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/14
Map of Hammond& Little River Redwood Co. Ltd. And Humboldt Northern right of way,"Good ; b & w ; Fairhaven, Crannel, Samoa, Arcata, Pacific ocean, Humboldt Bay",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/15,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/15
Untitled,"Fair ; b & w ; T9N R2E HM sec 4-9, T10N R2E HM 28-33, 16-21, 4-9, T11N R2E HM 28-33, 19-21, topographic, Redwood Creek",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/16,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/16
Sheet 3 of 4 Continued on Sheet No 4,"Good ; b & w ; Topographic w/ Roads & Towns, T7N R2E HM 1-12, T7N R3E HM 4-9, T8N R2E HM all, T8N R3E HM 4-9, 16-21, 28-33, T9N R2E HM 13-36, T9N R3E HM 4-9, 16-21, 28-33 ; #3, 4 Sheets, Big Lagoon Camp, Hammond Lbr. Co., Hammond Eng.",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/17,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/17
Sheet #21 Atlas of Humboldt Co. Cal.,"Good ; b & w ; Del Norte County Line, Siskiyou County Line, Klamath National Forest, Orleans, Klamath River, topography, Pecwan (Indian Village), Blue Creek, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/18,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/18
''M''-Line,"Good ; b & w ; T9N R1E, T9N R2E, Railroad Engineering",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/19,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/19
Sheet #5 Atlas of Humboldt Co. Cal.,"Good ; b & w ; King Range, property ownership, towns, ranchnames, Mattole River, Wilder Ridge, Topography, Township and Ranges: 4S1W,4S1E,3S1E,3S1W,3S2W, highway",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/20,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/20
"Proposed Salvage Mill Site, Plan No.3","Good ; b & w ; Proposed Dike & ''F'' Line Truck Road, ''A'' Line Truck Road, Big Lagoon Pond, ''F'' Line Truck Road, Proposed Log Pond, Swamp, Buildings, Dump, First Lay Out Run",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/21,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/21
"Sheet 1 of 2, Steel & Wood Mill Sub Structure, Big Lagoon Salvage Mill",Good ; b & w ; shows materials,,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/22,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/22
''M''-Line From Shotgun Pass Down Bridge Creek,"Good ; b & w ; T9N R1E, T9N R2E, Railroad engineering",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/23,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/23
Samoa property of Hammond Redwood Company,"Good ; b & w ; Pacific Ocean, Humboldt Bay, log pond, buildings, roads, RR lines, ; Samoa property 1940",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/24,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/24
[East & north of Moonstone Beach],"Very Good ; b & w ; Crannell, Little River, Luffenholtz Creek, Pacific Ocean, Tip Top Ridge, T7N R1E sec 1,2,3,4,5,6,7,8,9,10,11,12,13,24, T8N R1E 1--36, RR lines",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/25,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/25
[Tish Tang Ridge],"Good ; b & w ; Hoopa reservation, Lone Pine Ridge, Horse Linto Creek, roads, streams,",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/26,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/26
[Map of Trinidad and Vicinity showing logging operation notes],"Poor ; b & w ; Trinidad Bay, Pacific Ocean, property owners, U.S.Meander Posts, California State Highway, swamps, offshore rocks, T8N R1E sec 1,2,10,11,12,13,14,23,24,25,26, Landings, Bolt Camp, notes from 1924 ; Map of Trinidad and Vicinity, map no. 0, Trin & Vic, (Also showing McConnaha cutting)",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/27,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/27
[RR lines in the Patricks Point area],"Good ; b & w ; T8N R1E sec 6T9N R1Esec 31, RR layout notes, topography, streams, Maple Creek, spar pole, RR spur cribs (oil,donkey) ; M8 Decline & Incline; (Near Sta.123+00 M1 Line)",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/28,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/28
[Maple Creek Beach downstream from Beach Creek junction],"Good ; b & w ; topography,streams, RR lines, gravel bar, [vicinity of T8N R1E sec 9,10] ; Sheet #4 B-Line",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/29,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/29
"Servuey No. 17 For Vance Redwood Lumber Company Showing Location of Boundary Line of U.S. Light House Reservation at Trinidad, Humboldt County, California","Good ; b & w ; T8N R1W, Granite Monuments, Shingle Mill, Light House Reservation, Pacific Ocean Shoreline",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/30,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/30
Map of the Hammond Lumber Company South Samoa yard & vicinity,"Good ; b & w ; shore line, topography, section corners, T5N R1W sec 16,21, roads, RR lines, Humboldt Bay, Pacific Ocean ; South Samoa yard & vicinity",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/31,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/31
Untitled,"Good ; b & w ; engineering drawings, center of dump ; Salvage Mill Dump & Canal, engineering sketch (list of materials as well)",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/32,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/32
(Proposed railroad line from Crannell to Carson),"Good ; b & w ; Platform Dry Kilsn, sorting table, Dry Shed No. 1, Surveying points, Grade elevations, Fence, rivers, 1000-W, 3000-S, 2000-W, 3000-S, 2000-W, 4000-S ; S-14 Map of Proposed Line to Carson Juni, x-Line Cronell to Carson Jct, S-14 Proposed R.R. to Carson Junct, (Around High Trestile Balk's Crk) 1927",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/33,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/33
[Near Redwood Creek south of the Bald Hills,"Good ; b & w ; T8N R2E sec 3,4,9,10,11,14,15,16,22,23,25,26, streams , Wiregrass Ridge, dates from 1923 to 1933, topography, logged areas, areas of standing timber, timberlines, RR lines, B-Line, property line, Devils Creek ; Tract #9",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/34,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/34
''M''-Line. From Tom McDonald Cr. To Bond Cr.,"Good ; b & w ; Approx. Township Line: T10N R1E, sec 36, T9N R1E, sec 1, Railroad engineering, ''C''-Line Truck Road (?), Redwood Creek",,,thornburgh,Cal Poly Humboldt Special Collections,https://cdm16166.contentdm.oclc.org/utils/getthumbnail/collection/thornburgh/id/35,https://cdm16166.contentdm.oclc.org/digital/collection/thornburgh/id/35
